step,joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
0,0.2214404195547104,0.003114752471446991,0.0823589563369751,-0.014305023476481438,0.01045988779515028,-0.0014472909970209002,-0.00014765968080610037
1,0.2214404195547104,0.003114752471446991,0.0823589563369751,-0.014305023476481438,0.01045988779515028,-0.0014472909970209002,-0.00014765968080610037
2,0.5531817674636841,0.1663731187582016,0.14695009589195251,-0.28704333305358887,0.006756847724318504,-0.07954335957765579,-0.015978241339325905
3,0.6511534452438354,-0.08468052744865417,0.17656061053276062,-0.056704822927713394,0.0342366099357605,-0.0024084914475679398,-0.005006038583815098
4,0.7040071487426758,-0.15892374515533447,0.2058146744966507,0.0013681775890290737,0.04982110857963562,-0.03246040269732475,0.0045515187084674835
5,0.5844371914863586,-0.28665798902511597,0.15292991697788239,0.17456577718257904,0.05928395688533783,0.04262435808777809,0.02820701338350773
6,0.5645387768745422,-0.18217279016971588,0.16489829123020172,0.08743450790643692,0.0285676047205925,-0.04317203536629677,-0.019983801990747452
7,0.3502725660800934,-0.25053977966308594,0.07474702596664429,0.2528998553752899,0.03418901935219765,0.05660586059093475,0.009256944991648197
8,0.1774008721113205,-0.16074134409427643,-0.019955843687057495,0.17385438084602356,0.03917548805475235,0.03213966637849808,0.023139851167798042
9,0.06821048259735107,-0.17317593097686768,-0.027550362050533295,0.2711028456687927,0.04077203571796417,0.08777499198913574,0.03982410579919815
10,0.12214765697717667,0.08890722692012787,0.022440141066908836,0.06075887382030487,0.006094302050769329,0.024877777323126793,-0.013088789768517017
11,0.230195552110672,0.0695781409740448,0.17980830371379852,0.021217364817857742,0.010650736279785633,0.017665496096014977,0.01731579564511776
12,0.3177163302898407,0.2295687347650528,0.24433210492134094,-0.17341090738773346,-0.0036322325468063354,-0.0008285363437607884,0.027973392978310585
13,0.292395681142807,0.33075234293937683,0.21404409408569336,-0.28670185804367065,-0.01935151405632496,-0.013511531054973602,0.008030721917748451
14,0.32652196288108826,0.2593159079551697,0.2615761458873749,-0.2307589054107666,-0.03588436543941498,-0.04010098800063133,-0.012536383233964443
15,0.22360941767692566,0.2878856658935547,0.15553975105285645,-0.2714741826057434,-0.008876408450305462,-0.02711506187915802,0.03503941372036934
16,0.15641367435455322,0.2844303250312805,0.09398236125707626,-0.2895534634590149,-0.03762897104024887,-0.0052404641173779964,-0.017964549362659454
17,-0.10910756140947342,0.1912052482366562,-0.12904219329357147,-0.2172185480594635,-0.0048024714924395084,-0.007818277925252914,0.014945208095014095
18,-0.25798383355140686,0.2127053290605545,-0.2761358916759491,-0.28501567244529724,-0.008599054999649525,-0.07474854588508606,-0.016717761754989624
19,0.04147697985172272,1.1310369968414307,0.17475202679634094,-0.8403131365776062,0.4473220109939575,-0.02498423494398594,-0.001341339317150414
20,0.18246164917945862,0.7864943742752075,-0.0442943274974823,-0.6693564653396606,0.02770489826798439,-0.10352826863527298,0.010253303684294224
21,0.4288635551929474,0.810123085975647,0.20697544515132904,-0.6046994924545288,0.060431163758039474,-0.013090739957988262,-0.002241127658635378
22,0.5492688417434692,0.6769275665283203,0.3153468668460846,-0.460085391998291,0.051248699426651,-0.036652229726314545,0.007791621144860983
23,0.6253337860107422,0.5459299683570862,0.405871719121933,-0.42701247334480286,0.03397062420845032,-0.011100320145487785,0.008981998078525066
24,0.7120141983032227,0.6810082793235779,0.5231789350509644,-0.5053369402885437,0.09933239221572876,0.015665151178836823,-0.010160517878830433
25,0.5216019153594971,0.5878679156303406,0.30840015411376953,-0.48909589648246765,0.04450548067688942,-0.05308130010962486,-0.008553887717425823
26,0.3968815505504608,0.6511417627334595,0.21054275333881378,-0.44709619879722595,0.08574962615966797,-0.045810408890247345,0.002453689929097891
27,0.28582102060317993,0.7456363439559937,0.09766022861003876,-0.49260130524635315,0.08659962564706802,-0.047329068183898926,-0.004837572108954191
28,0.45942914485931396,0.6705228090286255,0.29204118251800537,-0.3780437707901001,0.07127760350704193,0.025807740166783333,-0.007291397079825401
29,0.13490355014801025,0.48133447766304016,0.004755198955535889,-0.17436450719833374,0.015337634831666946,0.0639415755867958,-0.0008888703887350857
30,-0.1259896457195282,0.5699291825294495,-0.31933948397636414,-0.24899032711982727,-0.028361275792121887,-0.08190745115280151,-0.015565002337098122
31,-0.20813210308551788,0.6336270570755005,-0.4009673297405243,-0.31564274430274963,-0.027870897203683853,-0.07354141771793365,-0.016656968742609024
32,-0.18811838328838348,0.43964698910713196,-0.3157227039337158,-0.10921556502580643,-0.025738023221492767,-0.013981963507831097,-0.009538650512695312
33,-0.16044345498085022,0.26232457160949707,-0.21945366263389587,-0.05900324136018753,0.003465750254690647,-0.04221346229314804,0.0025116840843111277
34,0.06913476437330246,0.06454233825206757,0.053334638476371765,-0.03683807700872421,0.014086928218603134,-0.03771043196320534,0.023620741441845894
35,-0.0043533798307180405,0.004005612805485725,0.00962565466761589,0.0270976684987545,0.006476865150034428,-0.004117750097066164,0.006607795599848032
36,0.028380028903484344,-0.15876053273677826,0.0876343697309494,0.06071891635656357,-0.01036822609603405,0.017970042303204536,-0.015166421420872211
37,0.16559791564941406,0.025392424315214157,0.14899644255638123,-0.08904195576906204,0.0031332364305853844,0.04780476167798042,0.03540205582976341
38,0.1964084804058075,0.26031529903411865,0.08857341855764389,-0.34702426195144653,-0.013493916019797325,-0.06042568013072014,0.00189483305439353
39,0.18578532338142395,0.9503300786018372,-0.008292526006698608,-0.9602176547050476,0.17996713519096375,-0.4030977785587311,-0.005733775906264782
40,-0.06250252574682236,0.6068031787872314,-0.22797900438308716,-0.5591257214546204,0.0472777783870697,-0.12464547902345657,0.016569605097174644
41,-0.0721580758690834,0.7948396801948547,-0.3185317814350128,-0.6484721302986145,0.04479243978857994,-0.24895937740802765,0.004542409908026457
42,0.16465190052986145,0.8641857504844666,-0.10075624287128448,-0.6350478529930115,0.05300116539001465,-0.19311057031154633,0.00771764712408185
43,0.2761562764644623,0.9295614361763,0.016380101442337036,-0.602483332157135,0.07059960067272186,-0.15128108859062195,-0.0022342551965266466
44,0.16790613532066345,0.8502527475357056,-0.09774263203144073,-0.4742021858692169,0.020639007911086082,-0.08006766438484192,0.011494369246065617
45,0.24666813015937805,0.9524480700492859,-0.02531355619430542,-0.6581750512123108,0.037536438554525375,-0.09870387613773346,0.0024789366871118546
46,0.08589427173137665,1.108781337738037,-0.2406117171049118,-0.8962545990943909,0.044361550360918045,-0.26257985830307007,0.004440052434802055
47,-0.0015539564192295074,0.9688827991485596,-0.2994315028190613,-0.8375237584114075,0.01780143566429615,-0.26120465993881226,-0.002483492949977517
48,0.03340291976928711,0.9321337938308716,-0.256438285112381,-0.6776020526885986,0.014179326593875885,-0.18141327798366547,0.007633577100932598
49,0.19392818212509155,0.9750717878341675,-0.11520116031169891,-0.6825236678123474,0.019968075677752495,-0.16316188871860504,0.012518353760242462
50,0.09663136303424835,0.9875267744064331,-0.2074342966079712,-0.7432208061218262,0.0126871382817626,-0.15705625712871552,0.007411671802401543
51,0.0697687566280365,1.1469368934631348,-0.2804439663887024,-0.9672728180885315,0.03507886454463005,-0.284932941198349,0.0068611567839980125
52,-0.14225253462791443,1.1367347240447998,-0.5035809874534607,-0.8960111737251282,0.01712486892938614,-0.32997748255729675,0.004570747260004282
53,-0.118165984749794,1.0628962516784668,-0.4600839614868164,-0.8337348103523254,-0.0010288301855325699,-0.2744617760181427,-0.002024170011281967
54,-0.29917407035827637,0.9586666822433472,-0.6021129488945007,-0.6194202303886414,-0.019657528027892113,-0.17823055386543274,0.0005868279258720577
55,-0.15545107424259186,1.0291519165039062,-0.4866413474082947,-0.7132105827331543,-0.005017818883061409,-0.2053634524345398,0.015708057209849358
56,-0.005304583348333836,1.1225378513336182,-0.3530721664428711,-0.8435587882995605,0.01055450364947319,-0.24303339421749115,-0.00520213320851326
57,0.023021411150693893,1.0971260070800781,-0.3293370306491852,-0.7893276810646057,0.0007920414209365845,-0.23562383651733398,-0.007149694487452507
58,0.23257899284362793,1.0674370527267456,-0.08903159201145172,-0.7162104845046997,0.019157931208610535,-0.12838353216648102,-0.006387379951775074
59,0.1917228400707245,1.0395071506500244,-0.11520551145076752,-0.7008194923400879,0.03175520524382591,-0.10152041167020798,0.016342047601938248
60,0.0910394936800003,1.1268004179000854,-0.2587411105632782,-0.8804155588150024,0.01917347125709057,-0.20945009589195251,0.009393946267664433
61,-0.12540049850940704,1.0547676086425781,-0.47055673599243164,-0.8457934856414795,0.011882785707712173,-0.3386650085449219,-0.00024618630413897336
62,-0.10657930374145508,0.9081243276596069,-0.37806910276412964,-0.6379501819610596,0.006942227482795715,-0.13061939179897308,0.009695624932646751
63,-0.08814159780740738,1.1654417514801025,-0.463298499584198,-1.000916600227356,0.028831010684370995,-0.3850424885749817,0.01385475043207407
64,0.14921241998672485,1.2184581756591797,-0.2233736664056778,-1.1074278354644775,0.04514489695429802,-0.34230151772499084,0.005599661264568567
65,0.2846897542476654,1.321744680404663,-0.10846221446990967,-1.2217870950698853,0.0680774450302124,-0.38558775186538696,-0.007124610245227814
66,0.20106105506420135,0.7503679990768433,-0.079668790102005,-0.5401105284690857,-0.04620545357465744,-0.07380561530590057,-0.006911574862897396
67,0.14150118827819824,0.8134216666221619,-0.13382849097251892,-0.4932262897491455,-0.041913148015737534,-0.056437768042087555,-0.03309712931513786
68,0.13737094402313232,0.8014006614685059,-0.12124353647232056,-0.3961341977119446,-0.018705712631344795,-0.00699973851442337,-0.00026850582798942924
69,0.14283457398414612,0.8911260962486267,-0.10004833340644836,-0.39559122920036316,0.030227523297071457,-0.01633831113576889,0.006626930553466082
70,0.012540750205516815,0.7557624578475952,-0.2070097178220749,-0.27618923783302307,-0.00704436469823122,-0.047704849392175674,-0.011521241627633572
71,-0.022694647312164307,0.5337095260620117,-0.1793196052312851,-0.08551262319087982,-0.03885471448302269,0.044925492256879807,-0.0015830459306016564
72,-0.0403268039226532,0.3077722191810608,-0.136757031083107,0.13487696647644043,-0.06206487491726875,0.133820578455925,0.0037877033464610577
73,-0.11688333749771118,0.24046500027179718,-0.14172294735908508,0.15928880870342255,-0.015352953225374222,0.15285122394561768,0.011160814203321934
74,-0.037971045821905136,0.30208489298820496,-0.08433136343955994,0.05016273260116577,-0.004769695922732353,0.09163205325603485,0.009961872361600399
75,-0.015242710709571838,0.35498344898223877,-0.08273211121559143,-0.10222554206848145,-0.0046980008482933044,0.018868273124098778,0.0024945095647126436
76,-0.06871270388364792,0.36082926392555237,-0.14062054455280304,-0.16397571563720703,0.006667681969702244,-0.03854617476463318,0.01570545695722103
77,-0.05892057344317436,0.2744603753089905,-0.09483516961336136,-0.07096731662750244,0.005734138656407595,0.01660129800438881,0.014637704007327557
78,0.025999419391155243,1.91775643825531,-0.24710655212402344,-1.5266478061676025,0.377952516078949,-0.7303512096405029,-0.004970243200659752
79,0.12131249904632568,0.9311122894287109,-0.012469485402107239,-0.40933364629745483,0.10252267122268677,0.1584019511938095,-0.00631104689091444
80,0.0802108570933342,0.8950501084327698,-0.21786171197891235,-0.5015559196472168,0.01081134658306837,-0.08154185116291046,-0.010920207016170025
81,0.2006426900625229,0.9372510313987732,-0.1577560305595398,-0.583878219127655,0.004565649665892124,-0.12187159061431885,0.00524766743183136
82,0.20081491768360138,0.9221951961517334,-0.13818667829036713,-0.5131173729896545,0.016680434346199036,-0.07321041077375412,0.0031400963198393583
83,-0.0386229008436203,0.9755788445472717,-0.3858335614204407,-0.5725123882293701,0.027077525854110718,-0.14768603444099426,0.004668870009481907
84,-0.14002686738967896,0.9433735609054565,-0.5282287001609802,-0.6649870872497559,-0.007077151909470558,-0.23958368599414825,0.0195480789989233
85,-0.14266884326934814,0.9636862277984619,-0.5269986391067505,-0.650052011013031,-0.00207449309527874,-0.22822639346122742,0.024450654163956642
86,-0.2229764759540558,0.9248907566070557,-0.5864979028701782,-0.6357444524765015,-0.01779388263821602,-0.23107975721359253,0.004372470546513796
87,-0.24427443742752075,0.8237696290016174,-0.5813374519348145,-0.5396634340286255,-0.03490518406033516,-0.19941364228725433,0.006142583210021257
88,-0.06578764319419861,0.8299965858459473,-0.3810855746269226,-0.5236688256263733,-0.03406710922718048,-0.1445768177509308,-0.01597520522773266
89,-0.04938879609107971,0.8992689847946167,-0.378078430891037,-0.6373218297958374,-0.029862871393561363,-0.19335231184959412,-0.026032211259007454
90,-0.08426845073699951,0.7907347679138184,-0.3594779968261719,-0.48372480273246765,0.0019457736052572727,-0.13545876741409302,0.01716034673154354
91,-0.043724264949560165,0.6767395734786987,-0.2718626856803894,-0.35894155502319336,0.007602479308843613,-0.14628183841705322,-0.007266710978001356
92,0.025090985000133514,0.4079754054546356,-0.08705905824899673,-0.062319494783878326,0.015190651640295982,0.06718011200428009,0.02134929597377777
93,-0.041918933391571045,0.2730909585952759,-0.13592267036437988,0.10843256860971451,-0.030720550566911697,0.10650595277547836,-0.004501131363213062
94,-0.03350947052240372,0.27469316124916077,-0.11536601185798645,0.07926517724990845,-0.00859539583325386,0.08562365919351578,0.005585584789514542
95,-0.1062471866607666,0.3266581594944,-0.2184099555015564,0.005732563324272633,-0.01956525258719921,0.058186594396829605,0.012904194183647633
96,-0.015184825286269188,0.4729368984699249,-0.1677628606557846,-0.1515764743089676,-0.020084500312805176,0.008799254894256592,-0.015545937232673168
97,0.18851591646671295,0.6073608994483948,0.0059830546379089355,-0.3152181804180145,0.008361652493476868,-0.017106961458921432,-0.007864722982048988
98,0.3561430275440216,0.684628963470459,0.17661185562610626,-0.341732382774353,0.041374169290065765,0.029292665421962738,0.004923857282847166
99,0.2141932100057602,0.7777392268180847,0.006961703300476074,-0.4900158643722534,0.05228196829557419,-0.07672246545553207,0.0017337643075734377
100,0.12226257473230362,0.8160346746444702,-0.11518308520317078,-0.4759201109409332,0.03130435198545456,-0.10249653458595276,-0.009496643207967281
101,-0.055441658943891525,0.8160166144371033,-0.34426549077033997,-0.5521332621574402,-0.005805156193673611,-0.17024990916252136,0.010079119354486465
102,-0.23648105561733246,0.8760371804237366,-0.555997908115387,-0.6007905006408691,-0.01986820437014103,-0.230135977268219,0.0018106860807165504
103,-0.08293767273426056,0.9402939081192017,-0.41449975967407227,-0.6572946310043335,-0.01790129765868187,-0.21007393300533295,-0.011247590184211731
104,0.10070259869098663,0.9690748453140259,-0.202745258808136,-0.6398070454597473,0.022150935605168343,-0.1476295441389084,-0.00016836426220834255
105,0.03947234898805618,0.8782483339309692,-0.26198068261146545,-0.5304986238479614,-0.016288965940475464,-0.12433397769927979,-0.014047394506633282
106,0.01308524888008833,0.8074684739112854,-0.2640368938446045,-0.4946290850639343,-0.004941808059811592,-0.12177620828151703,0.003258055541664362
107,-0.0398016981780529,0.6960740685462952,-0.3054639399051666,-0.33089444041252136,-0.03780868276953697,-0.06372811645269394,0.00254295882768929
108,-0.05612832307815552,0.8165241479873657,-0.31532377004623413,-0.42524194717407227,0.004356561694294214,-0.0976700708270073,-0.00576383713632822
109,-0.07445091754198074,0.8055229187011719,-0.35581761598587036,-0.40024590492248535,-0.019742554053664207,-0.08585942536592484,0.00047187256859615445
110,0.05437641590833664,0.8149022459983826,-0.16860201954841614,-0.4740162193775177,0.04503381997346878,-0.0874551385641098,0.003182307817041874
111,0.08052763342857361,0.7094435095787048,-0.1406802535057068,-0.4184491038322449,0.031125245615839958,-0.11894624680280685,0.010131682269275188
112,-0.0771908164024353,0.702472984790802,-0.27021074295043945,-0.3732273280620575,0.03866850212216377,-0.09124638885259628,0.005371522158384323
113,-0.07011374086141586,0.5754346251487732,-0.3310045301914215,-0.21271392703056335,-0.06768082827329636,-0.03336981683969498,0.01364260446280241
114,0.029665470123291016,0.8445799350738525,-0.19396206736564636,-0.4293080270290375,0.04129069671034813,-0.0776628777384758,-0.0163875725120306
115,-0.2496994435787201,0.8466808199882507,-0.552446186542511,-0.47194352746009827,-0.01904251053929329,-0.1808423548936844,-0.0010477197356522083
116,-0.08895444869995117,0.8461145162582397,-0.3614431619644165,-0.4906587600708008,0.003650152124464512,-0.1207609698176384,0.000803859147708863
117,0.07845718413591385,0.903801441192627,-0.20678004622459412,-0.5413104295730591,0.014562223106622696,-0.10776123404502869,0.0017689440865069628
118,-0.08435139060020447,0.8765918016433716,-0.36389419436454773,-0.465481162071228,0.003725939430296421,-0.09736478328704834,0.0021611731499433517
119,-0.12067681550979614,0.6885898113250732,-0.34144502878189087,-0.3210212290287018,-8.464790880680084e-06,-0.07232129573822021,0.000436140107922256
120,-0.15130001306533813,0.5624608993530273,-0.3897586762905121,-0.28832322359085083,-0.04527076706290245,-0.11348351836204529,0.0029176613315939903
121,0.10796761512756348,0.6679502129554749,-0.07935747504234314,-0.2556394338607788,0.01962863840162754,-0.005227815359830856,-0.012766461819410324
122,0.05141090229153633,0.5719648003578186,-0.09327826648950577,-0.17406681180000305,0.02834256738424301,0.01149900071322918,-0.011613446287810802
123,0.1266612708568573,0.42538022994995117,-0.00880296528339386,-0.08394771069288254,-0.01344974897801876,0.037686750292778015,-0.02302831970155239
124,0.21679632365703583,0.4441210925579071,0.10085931420326233,-0.05173211172223091,0.007277263328433037,0.12918083369731903,-0.0021151190157979727
125,0.1843777894973755,0.3954651355743408,0.08566708862781525,0.006993290036916733,0.010033734142780304,0.15219807624816895,0.00790470838546753
126,-0.07019396871328354,0.3469673991203308,-0.1862882375717163,0.09719280898571014,-0.02162027731537819,0.10265090316534042,0.0034882633481174707
127,0.05863472819328308,0.6125245690345764,-0.10386887937784195,-0.23050914704799652,0.030580783262848854,0.013197414577007294,0.006508770864456892
128,0.14204038679599762,0.7553616166114807,-0.09385775029659271,-0.4777379333972931,0.010356907732784748,-0.06439439952373505,0.0005755145684815943
129,0.07656550407409668,0.8617789149284363,-0.20274806022644043,-0.6191225647926331,0.01609193906188011,-0.16394323110580444,0.0010134753538295627
130,0.31325408816337585,0.9920210242271423,0.011841177940368652,-0.7421873211860657,0.03979891538619995,-0.16759471595287323,-0.00765127781778574
131,0.40003257989883423,1.073923110961914,0.10265034437179565,-0.8131877779960632,0.07421071082353592,-0.17191635072231293,-0.004207029938697815
132,0.2747038006782532,1.0548903942108154,-0.045807600021362305,-0.7636140584945679,0.04633624106645584,-0.18161267042160034,0.0008890556055121124
133,0.3078131377696991,0.9857785105705261,0.022128313779830933,-0.707705020904541,0.04297681152820587,-0.12485560774803162,-0.007060434203594923
134,0.27349764108657837,0.9834067225456238,-0.01787257194519043,-0.657599151134491,0.04141717404127121,-0.11718697845935822,0.0017289381939917803
135,0.03313214331865311,1.0114089250564575,-0.30330145359039307,-0.7061442732810974,0.012397442013025284,-0.20493243634700775,0.0036256900057196617
136,-0.09892135113477707,0.7836593985557556,-0.3670603036880493,-0.5244132280349731,0.007745130453258753,-0.16371136903762817,0.020463326945900917
137,-0.23098695278167725,0.48976001143455505,-0.42768025398254395,-0.2834123373031616,-0.0323251374065876,-0.12099561095237732,0.003331441432237625
138,-0.256265789270401,0.38873913884162903,-0.41789987683296204,-0.12688669562339783,-0.042596735060214996,-0.06625968217849731,-0.006591305136680603
139,-0.10112904012203217,0.3665895462036133,-0.23024961352348328,-0.14790219068527222,-0.02226218394935131,-0.024258729070425034,-0.008357523940503597
140,0.16759490966796875,0.4297998249530792,0.0677761510014534,-0.2651718556880951,0.031243957579135895,0.007781335152685642,-0.0021295787300914526
141,0.30518898367881775,0.6728535890579224,0.13613277673721313,-0.5161720514297485,0.059950295835733414,-0.09396646171808243,-0.007061470299959183
142,0.13460296392440796,0.31276431679725647,0.043591491878032684,-0.17188091576099396,-0.0011409195140004158,0.042820800095796585,0.00012525661441031843
143,0.35092484951019287,0.6169133186340332,0.26604893803596497,-0.3384094536304474,0.1170937791466713,0.03373720869421959,0.011128555051982403
144,0.16281338036060333,0.5281633734703064,-0.024204090237617493,-0.25033482909202576,-0.0016734260134398937,-0.05006704106926918,-0.0017755356384441257
145,-0.09932196885347366,0.6281126737594604,-0.3333311080932617,-0.37481337785720825,-0.02031756192445755,-0.12415948510169983,0.0006684082327410579
146,-0.20296476781368256,0.5865675806999207,-0.4057997763156891,-0.25119516253471375,-0.029137074947357178,-0.02303346060216427,0.0025213477201759815
147,-0.1369023323059082,0.6526558995246887,-0.3725694417953491,-0.3794056475162506,-0.03617739677429199,-0.1074824333190918,-0.021031852811574936
148,-0.24432729184627533,0.7698372602462769,-0.5784098505973816,-0.5564773678779602,-0.049998436123132706,-0.2870604693889618,0.0017863172106444836
149,-0.17068485915660858,0.5681413412094116,-0.3988611698150635,-0.3283652067184448,-0.05648627504706383,-0.09315409511327744,-0.016782287508249283
